Clean_Content,Human_Label
"28' one crystal palace player trip mount, he con fall. ref blow free kick. mount collect ball con waste am as he play am for ayew head, wey nod am commot.",neutral
oya! we don ready wella for athletic bilbao... we go cack our red home jersey dis night for di padi padi match.,positive
job done! zan celar and gianmarco cangiano grab a brace each as the primavera secure a 4-2 victory over genoa at tre font…,positive
na david de gea do error wey lead to the own goal. but na luke shaw wey cause the corner. who we go blame? de gea or shaw or var,positive
yay congratulation. you don get you 15 minutes of fame.,positive
"health authorities don advice italians and french pipo say make dem stop di habit of to dey kiss and hug pipo. if na you, you go fit cope? read more here:",neutral
"nigeria opposition party,  want di chief justice of nigeria, justice tanko muhammad to step down from di remaining judgement wey concern pdp govnors. pdp national chairman uche secondus dey react to supreme court judgement wey sack dia party man emeka ihedioha.",negative
"check the names of some nominees for di today, who you dey support?",neutral
"president buhari go soon give him democracy day 2019 speech for eagle square for abuja nigeria, you fit watch am here live",neutral
43' chai! kovacic sidefoot him shot but goalie dey sharp and he save am.,positive
"police arrest kidnappers wey collect palm oil, yam, schnapps as ransom",negative
"drogba: “i bin get ofa to stay for where evri evri dey gud and dey work. but i wan helep ivorian football becos i love am! i be oga, and my vision ogbonge pass to siddon as coach.”",positive
anoda r. kelly accuser open mouth say 'i no dey shame again',negative
issa gooooooooooooal! ️ zaniolo tear net wit beta header afta corner kick! 1⃣-0⃣,positive
"ok, ok, fans abeg tell us di name of una food wey give  hunchback sake of e sweetness... naija pipo, wia una jollof rice. for di full episode of dis week :",neutral
"una weldone o! dis proverb come from segun ajibuwa, tell us how you reason am. no forget to drop your own inside comment.",neutral
official: jesse lingard go captain manchester united tonight against astana. [mu],neutral
bek air plane don crash near almaty airport for kazakhstan,negative
“na very big opportunate for me to start anoda chapter wit dis great club. i know wetin dis club dey about and i sure say we fit achieve beta beta tinz togeda.” - henrikh mkhitaryan,positive
the ‘retro’ collection shop the full range ️,neutral
cotonou son and father wey dey cry to leave ‘ ’,negative
manchester united still dey eye leicester star james maddison but dem know say e go dey hard to sign am. (source: sky sports),positive
oversabi na yab nah,positive
: south africans dey para as anoda woman die from gender-based violent attack,negative
... inside this life na promo we dey use. enjoy your promo. be happy. dance . and secure the bag.  listen via  . celebrate your lil wins. join…,positive
42' aston villa don equalise.,positive
united go send scouts to watch boubakary soumaré this weekend. [gffn],positive
live from wia some pipo dey protest for lagos,neutral
"check how president buhari rate di patriotism of saraki and dogara, you gree?",neutral
"check as obrafuor talk plus bbc pidgin on beef for ghana music inside, en 20 year career den en style of music plus advice e get for de upcoming artist.",neutral
which man utd player dey come to your mind when you see this jersey? 🤔,positive
"today na match day: liverpool vs man united. ⏳ hopefully,  picture go bring us good luck. 🥰 in the m…",positive
fire outbreak for ijegun lagos,negative
komkom pipeline elosion: deadi bodi still trap inside swamp two weeks afta,negative
like if you die-hard fan from africa! 🇳🇬 🇬🇭 🇨🇲 🇸🇳 🇿🇦 🇲🇱,positive
anglophone crisis: ecw $2.7m push for schools to reopen for cameroon english speaking region,positive
how una dey? today for the our request show we give una better fun . . we hangout and interview celebrities and ask who them go vote for between and for ...tune in to  hear hilarious replies from your favorite celebrities...,positive
"rivers state go begin pay 30k minimum wage from january, see oda state wey join",positive
western togoland and oda separatist movements for africa,neutral
some separatist group for ayaba cho don claim say na dem dey behind attack for west region.,negative
nddc forensic audit: ibim semenitari say make president buhari  also chook eye for steve oronsaye panel report,positive
"lagos state assembly say dem no give ambode approval to buy dis buses, how una see di mata?",negative
"nigeria social media users dey use , ,, , to celebrate dia kontri freedom to self goment since1960. happy 59th independence federal republic of nigeria!!!",positive
okay. na we dey hia.,positive
na dat goal naim zappacosta use write him name for .,positive
which player is better?  for jesse lingard like for dele alli,positive
walter onnoghen dey guilty as charged - code of conduct tribunal,negative
na man on fire!!,positive
mane and salah dey shortlist for best fifa menâ€™s player 2019 award,positive
"coronavirus di take lift and measures di follow for stair, but make kontri pipo stay for house",neutral
poch dey lead the race to be the next man utd manager.,positive
"who be ahmed lawan, nigeria senate presido?",neutral
maybe dem like am “cold crust”,positive
"gunshots, ghost town as schools open for cameroon",negative
"robin van persie don react ontop mason greenwood: “during every match game, e dey try copy me, my style, how i dey do,…",positive
neil warnock don pick arsene wenger as the best-ever premier league manager ever,positive
presidential election tribunal reject pdp request to inspect inec server,negative
how secret investigate ee sexual harassment by lecturers for west africa big-big universities. see full video hia,negative
obasanjo: 'i no involve for any plane accident',positive
"nigeria withdraw corruption charges against pinnick, oda nff officials",positive
andré ayew be de new black stars captain,positive
"buhari condemn 'beheading of christian hostages' for nigeria, call for unity",negative
na so e be for baba ginja mouth!,positive
which song una won hear ? 4pm only  songs tune in 4pm listen via  put the name of the song on comment section . una daddy song only .,positive
wan offload christensen before dem fit bring nathan ake back to the club. (duncan wright),neutral
"this falling hand no be here ooo, this na result wey dey burst brain... choooiii liverpool 4 barcelona 0 cc",positive
lion king the gift: yemi alade tok about her feature for beyoncã© album and future of african music,neutral
court adjourn case of cameroon soldiers for 'killing video',negative
"you fit write pidgin?  don extend di date for dis year's essay competition to now close for friday, september 13, 2019",neutral
manchester united don win their first premier league match inside each of the last 4⃣ years. dem fit do am again today?,positive
"15' tomori for scoreeeee, chai! he faya shot but e go wide!",positive
maina go collect self contain for prison,neutral
why some national assembly members dey kick against n37b renovation,neutral
guehi don go i.t. to swansea city. we dey wish am well!,positive
go reason with you if dem wan do am. thanks man.,positive
ogbonge politicians from apc and pdp dey court,neutral
"new imo state govnor hope uzodima say, im no get any plan to probe di govnors wey bin work before am.",positive
50' na perotti tear net for to lead but belloni com eqwalise for arezzo... di two goals na penarity. 1⃣-1⃣,positive
van dijk don score.,positive
ngũgĩ wa thiong'o failure to win 2019 nobel prize for literature shock pipo,negative
jesse lingard dey pass through things this season: e dey look after hin daughter and hin 14-year old siblings on hin own. hin grand dad dey battle with cancer. e dey take care of hin mama &amp; grand mama wey dey very sick. e dey face online abuse &amp; racism every day.,positive
